sample,reference,np_source,np_type,np_core,diameter_mean,diameter_max,diameter_min,length_mean,length_max,length_min,molecular_weight,density,dispersity_original,hydrodynamic_size,dispersity_water,surface_area,aggregate_size_mean,aggregate_size_max,aggregate_size_min,zeta_potential,image,shape,purity,coating,coating_material,crystalline,centrifuge,stir,stirring,stirring_rate,sonication,sonication2,sonication_freq.,filter,solubilization_media,maximal_dose,minimal_dose,dissolved_cation,ph,exposure_time,exposure_day,water,materials_in_water,concentration_of_materials,number_of_daphina,daphnia_age_hour,test_solution,container_size,repeating_number,rpm,food ,menu,food_concentration,test_solution_renewer,temperature,radiation,ec50,ec_ul,ec_ll,immobilisation_rate,immobilisation_concentration,lc50,lc_ul,lc_ll,mortality,mortality_concentration,others_feature
1855,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,240,10.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,40.0,2.0,,,,,,
1856,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,264,11.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,40.0,2.0,,,,,,
1857,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,288,12.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,40.0,2.0,,,,,,
1858,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,312,13.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,40.0,2.0,,,,,,
1859,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,336,14.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,40.0,2.0,,,,,,
1860,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,360,15.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,40.0,2.0,,,,,,
1861,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,384,16.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,50.0,2.0,,,,,,
1862,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,408,17.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,50.0,2.0,,,,,,
1863,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,432,18.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,50.0,2.0,,,,,,
1864,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,456,19.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,50.0,2.0,,,,,,
1865,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,480,20.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,50.0,2.0,,,,,,
1866,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,504,21.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,50.0,2.0,,,,,,
1867,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.71,230.0,2992.0,3349.0,2635.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,24,1.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,6.0,,,,,,
1868,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,48,2.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,6.0,,,,,,
1869,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,72,3.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,6.0,,,,,,
1870,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,96,4.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,50.0,6.0,,,,,,
1871,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,120,5.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,50.0,6.0,,,,,,
1872,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,144,6.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,70.0,6.0,,,,,,
1873,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,168,7.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,90.0,6.0,,,,,,
1874,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,192,8.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,90.0,6.0,,,,,,
1875,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,216,9.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,90.0,6.0,,,,,,
1876,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,240,10.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,100.0,6.0,,,,,,
1877,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,264,11.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,100.0,6.0,,,,,,
1878,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,288,12.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,100.0,6.0,,,,,,
1879,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,312,13.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,100.0,6.0,,,,,,
1880,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,336,14.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,100.0,6.0,,,,,,
1881,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,360,15.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,100.0,6.0,,,,,,
1882,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,384,16.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,100.0,6.0,,,,,,
1883,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,408,17.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,100.0,6.0,,,,,,
1884,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,432,18.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,100.0,6.0,,,,,,
1885,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,456,19.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,100.0,6.0,,,,,,
1886,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,480,20.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,100.0,6.0,,,,,,
1887,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,504,21.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,100.0,6.0,,,,,,
1888,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.26,230.0,351.0,372.0,330.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,24,1.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1889,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,48,2.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1890,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,72,3.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1891,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,96,4.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1892,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,120,5.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1893,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,144,6.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1894,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,168,7.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1895,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,192,8.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1896,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,216,9.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1897,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,240,10.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1898,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,264,11.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1899,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,288,12.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1900,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,312,13.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1901,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,336,14.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1902,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,360,15.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1903,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,384,16.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1904,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,408,17.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1905,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,432,18.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1906,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,456,19.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1907,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,480,20.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1908,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,504,21.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1909,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.26,230.0,351.0,372.0,330.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,24,1.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1910,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,48,2.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1911,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,72,3.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1912,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,96,4.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1913,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,120,5.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1914,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,144,6.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1915,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,168,7.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1916,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,192,8.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1917,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,216,9.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1918,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,240,10.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1919,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,264,11.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1920,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,288,12.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1921,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,312,13.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1922,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.22,336,14.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1923,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,360,15.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1924,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,384,16.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1925,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,408,17.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1926,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,432,18.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1927,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,456,19.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1928,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,480,20.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1929,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.2,504,21.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1930,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.26,230.0,351.0,372.0,330.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,24,1.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1931,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,48,2.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1932,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,72,3.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1933,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,96,4.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1934,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.245,230.0,311.0,325.0,297.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,120,5.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
